price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,vehicle_age
2999,2004,volkswagen jetta,good,4.0,gas,149000.0,manual,sedan,silver,0,2018-07-31,15,15
1900,1999,ford ranger,excellent,6.0,gas,191135.0,automatic,truck,yellow,1,2018-08-02,26,20
5999,2002,bmw x5,excellent,6.0,gas,153000.0,automatic,SUV,white,1,2018-05-23,82,17
6999,2006,acura tl,excellent,6.0,gas,169269.0,automatic,sedan,white,0,2018-09-15,28,13
8600,2012,ford mustang,excellent,6.0,gas,126000.0,automatic,coupe,black,0,2018-06-07,45,7
28000,2017,chevrolet silverado,like new,8.0,gas,53000.0,automatic,truck,white,1,2019-01-17,91,3
25000,2015,chevrolet silverado,good,8.0,gas,150000.0,automatic,truck,white,1,2019-03-08,75,5
4000,2002,ford escape,good,6.0,gas,98000.0,automatic,SUV,silver,1,2019-01-27,11,18
12500,2017,subaru impreza,like new,4.0,gas,25000.0,automatic,wagon,grey,1,2019-02-18,78,3
5900,2013,nissan altima,good,4.0,gas,57075.0,automatic,sedan,white,0,2019-02-22,44,7
8875,2012,toyota prius,good,4.0,gas,129843.0,automatic,hatchback,,0,2018-12-28,60,7
18875,2015,ford explorer,good,6.0,gas,83823.0,automatic,SUV,white,0,2019-01-27,13,5
6975,2018,nissan sentra,good,4.0,gas,34611.0,automatic,sedan,,0,2018-09-14,30,1
34275,2018,jeep wrangler,good,6.0,gas,27403.0,automatic,SUV,black,1,2018-12-23,11,1
11675,2012,gmc acadia,good,6.0,gas,113417.0,automatic,SUV,white,1,2018-11-16,39,7
24995,2016,subaru outback,good,6.0,gas,32889.0,automatic,SUV,grey,1,2018-11-06,48,3
11375,2012,toyota sienna,good,6.0,gas,135907.0,automatic,van,silver,0,2018-10-03,9,7
29000,2015,toyota tacoma,excellent,,gas,64000.0,automatic,truck,,1,2018-08-13,48,4
15900,2011,jeep wrangler,good,6.0,gas,163943.0,automatic,SUV,black,1,2018-07-04,61,8
4975,2010,ford explorer,good,6.0,gas,55486.0,automatic,SUV,blue,1,2018-08-09,108,9
5500,2001,nissan frontier,good,6.0,gas,125000.0,manual,pickup,black,1,2019-01-20,11,19
19500,2010,ford f-150,good,8.0,gas,64200.0,automatic,truck,custom,1,2019-01-16,52,10
24998,2006,chevrolet silverado 2500hd,excellent,8.0,diesel,181787.0,automatic,truck,black,1,2019-04-05,94,14
6995,2011,nissan rogue,excellent,4.0,gas,118802.0,automatic,SUV,blue,1,2018-11-11,23,8
5995,2014,ford focus,excellent,4.0,gas,87654.0,automatic,hatchback,,0,2018-06-22,44,5
5495,2009,honda accord,good,4.0,gas,118791.0,automatic,sedan,black,0,2018-11-09,114,10
6500,1996,chevrolet corvette,good,8.0,gas,114300.0,automatic,coupe,red,0,2018-12-13,55,23
27995,2017,chevrolet silverado 1500,excellent,8.0,gas,72965.0,automatic,truck,black,1,2018-07-23,42,2
11995,2005,toyota tacoma,excellent,,gas,167523.0,manual,truck,,1,2018-06-09,44,14
8995,2012,honda accord,excellent,4.0,gas,112713.0,automatic,sedan,red,0,2018-10-30,25,7
10995,2007,chevrolet tahoe,good,8.0,gas,162999.0,automatic,SUV,grey,1,2018-11-09,24,12
11995,2012,chevrolet suburban,good,8.0,gas,163100.0,automatic,SUV,,1,2018-05-06,35,7
19500,2014,ford f-150,excellent,6.0,gas,95000.0,automatic,truck,blue,1,2018-09-06,84,5
8600,2013,kia sorento,good,4.0,gas,110367.0,automatic,SUV,blue,1,2018-10-12,7,6
8290,2011,hyundai sonata,excellent,4.0,gas,66501.0,automatic,sedan,silver,0,2018-12-07,34,8
8950,2011,toyota camry,good,4.0,gas,133018.0,automatic,sedan,red,0,2018-07-17,79,8
6995,2012,dodge grand caravan,good,6.0,gas,160501.0,automatic,mini-van,black,0,2019-02-07,22,8
14900,2008,jeep wrangler,good,6.0,gas,149167.0,automatic,SUV,custom,1,2019-01-06,18,12
4800,2004,toyota sienna,excellent,6.0,gas,143000.0,automatic,van,silver,0,2018-06-02,17,15
22975,2012,ram 2500,excellent,6.0,diesel,119546.0,automatic,pickup,white,1,2019-01-24,34,8
9500,2005,jeep wrangler,excellent,6.0,gas,151000.0,automatic,SUV,silver,1,2019-03-18,32,15
5950,2015,ford focus,like new,4.0,gas,36000.0,automatic,hatchback,silver,0,2018-08-23,110,4
2700,2000,ford mustang,good,6.0,gas,140000.0,manual,coupe,red,0,2019-02-15,16,20
288,2018,nissan altima,excellent,4.0,gas,40277.0,automatic,sedan,silver,0,2018-10-19,37,1
11500,2009,chevrolet silverado 2500hd,good,,gas,170000.0,automatic,truck,,1,2018-08-05,27,10
700,2000,ford focus,fair,4.0,gas,221000.0,manual,sedan,blue,0,2018-05-18,38,19
5725,2004,toyota corolla,good,4.0,gas,103889.0,automatic,sedan,silver,0,2018-08-06,77,15
5890,2004,chevrolet suburban,good,8.0,gas,136801.0,automatic,SUV,blue,0,2018-11-01,59,15
9950,2009,bmw x5,excellent,6.0,gas,105621.0,automatic,SUV,silver,1,2018-11-12,30,10
3150,2003,gmc sierra 1500,good,8.0,gas,163000.0,automatic,pickup,red,0,2019-02-08,16,17
7995,2008,chevrolet silverado,good,6.0,gas,146000.0,automatic,pickup,white,0,2019-02-26,140,12
5950,2007,honda accord,excellent,4.0,gas,95804.0,other,sedan,,0,2019-02-27,4,13
21900,2017,jeep wrangler unlimited,good,6.0,gas,37873.0,manual,SUV,blue,1,2018-06-07,15,2
4975,2014,toyota corolla,good,4.0,gas,86722.0,manual,sedan,silver,0,2019-01-29,34,6
3995,2011,nissan versa,good,4.0,gas,98783.0,manual,sedan,black,0,2018-09-21,18,8
4995,2013,hyundai elantra,good,4.0,gas,65557.0,automatic,sedan,grey,0,2019-03-01,8,7
14900,2017,nissan frontier,good,6.0,gas,25462.0,automatic,pickup,grey,1,2018-09-01,30,2
4750,2011,chrysler 200,good,6.0,gas,42446.0,automatic,sedan,blue,0,2018-12-16,34,8
6995,2011,toyota sienna,good,4.0,gas,124200.0,automatic,mini-van,,0,2018-06-21,12,8
7850,2016,dodge grand caravan,good,6.0,gas,56635.0,automatic,mini-van,grey,0,2018-05-31,6,3
12900,2017,nissan frontier,good,6.0,gas,34096.0,automatic,pickup,black,1,2019-03-01,9,3
4995,2006,chrysler 300,good,6.0,gas,160270.0,automatic,sedan,,0,2019-04-11,8,14
14995,2014,chrysler town & country,good,6.0,gas,67586.0,automatic,mini-van,,0,2018-11-19,51,5
8995,2014,chevrolet equinox,excellent,6.0,gas,178490.0,automatic,SUV,silver,1,2019-01-10,6,6
5000,2008,volkswagen passat,excellent,4.0,gas,91600.0,automatic,sedan,silver,0,2018-12-25,22,11
7995,2012,kia soul,good,4.0,gas,69910.0,automatic,sedan,white,0,2018-07-29,12,7
14813,2016,toyota corolla,good,4.0,gas,65139.0,automatic,sedan,black,0,2018-05-29,6,3
16499,2014,jeep cherokee,excellent,6.0,gas,117357.0,automatic,SUV,blue,1,2019-03-23,27,6
9495,2016,kia soul,excellent,4.0,gas,108761.0,manual,sedan,grey,0,2018-07-10,67,3
4675,2007,toyota prius,good,4.0,hybrid,213211.0,automatic,hatchback,custom,0,2018-12-26,7,12
13500,2004,gmc sierra 2500hd,excellent,8.0,gas,177000.0,automatic,truck,grey,1,2018-10-09,37,15
4000,1996,ram 2500,good,,gas,170000.0,automatic,pickup,,1,2018-11-21,24,23
5500,2005,ram 2500,good,8.0,gas,211000.0,automatic,pickup,white,1,2019-02-07,39,15
14088,2014,ford mustang,good,6.0,gas,52779.0,manual,coupe,grey,0,2018-10-23,73,5
4995,2001,subaru forester,excellent,4.0,gas,109021.0,automatic,SUV,grey,1,2019-04-06,53,19
3995,2006,volkswagen jetta,excellent,4.0,diesel,271914.0,manual,sedan,grey,0,2018-07-03,7,13
8995,2009,buick enclave,excellent,6.0,gas,124567.0,automatic,SUV,purple,1,2018-06-10,25,10
9988,2014,chevrolet cruze,good,4.0,gas,75716.0,automatic,sedan,blue,0,2018-06-03,33,5
4250,2008,honda odyssey,good,6.0,gas,222235.0,automatic,mini-van,white,0,2018-08-14,33,11
3995,2001,bmw x5,excellent,8.0,gas,190108.0,automatic,SUV,white,1,2019-02-27,60,19
18000,2006,ram 3500,good,6.0,diesel,169847.0,automatic,truck,silver,1,2019-04-14,69,14
4750,2010,honda civic,excellent,4.0,gas,149000.0,automatic,sedan,brown,0,2018-06-02,104,9
8990,2016,nissan rogue,excellent,4.0,gas,121635.0,automatic,SUV,grey,0,2018-12-14,1,3
27000,2015,ram 2500,excellent,8.0,gas,62500.0,automatic,truck,blue,1,2019-04-03,120,5
7500,2007,chevrolet suburban,good,8.0,gas,251285.0,automatic,SUV,,1,2018-12-19,34,12
24200,2019,chevrolet camaro lt coupe 2d,good,6.0,gas,11438.0,other,coupe,grey,0,2019-04-09,39,1
14900,2005,ford f-250,excellent,8.0,gas,79355.0,automatic,pickup,,1,2018-05-09,101,14
6495,2002,toyota 4runner,excellent,6.0,gas,250398.0,automatic,SUV,,1,2018-05-20,16,17
29667,2013,ford f-150,excellent,8.0,gas,41350.0,automatic,pickup,black,1,2019-03-04,15,7
3800,2002,gmc yukon,good,8.0,gas,202000.0,automatic,SUV,,1,2019-03-02,23,18
34000,2016,chevrolet camaro,new,8.0,gas,3396.0,automatic,coupe,red,0,2018-12-17,14,3
21900,2013,ford f-250 sd,good,6.0,diesel,243000.0,automatic,truck,white,1,2018-06-14,5,6
18998,2011,ram 3500,good,6.0,diesel,245000.0,automatic,pickup,red,1,2019-03-25,23,9
6990,2012,dodge grand caravan,excellent,6.0,gas,93198.0,automatic,mini-van,red,0,2019-02-28,29,8
13900,2009,gmc sierra 1500,good,,gas,123000.0,automatic,truck,silver,1,2018-10-30,9,10
4695,2007,honda accord,excellent,4.0,gas,140000.0,automatic,coupe,silver,0,2018-10-19,17,12
13500,2016,hyundai sonata,good,6.0,gas,67000.0,automatic,sedan,blue,0,2018-09-29,6,3
30900,2013,gmc sierra 2500hd,good,8.0,diesel,105808.0,automatic,truck,white,1,2018-11-18,51,6
2900,2008,nissan sentra,good,4.0,gas,159000.0,automatic,sedan,white,0,2018-07-13,26,11
11995,2009,chevrolet silverado 1500,good,8.0,gas,142498.0,automatic,pickup,grey,1,2019-01-29,28,11
10495,2013,toyota camry,excellent,4.0,gas,111337.0,automatic,other,grey,0,2019-01-15,17,7
8995,2006,dodge dakota,like new,6.0,gas,50000.0,automatic,truck,black,0,2018-08-29,24,13
10995,2013,honda cr-v,excellent,4.0,gas,139857.0,automatic,SUV,brown,0,2019-04-07,20,7
2500,2001,jeep grand cherokee,good,6.0,gas,242688.0,automatic,SUV,,1,2018-11-22,49,18
2650,2006,nissan altima,good,4.0,gas,104000.0,automatic,sedan,brown,0,2018-08-30,32,13
2700,2007,ford focus,excellent,4.0,gas,140000.0,automatic,wagon,brown,0,2019-02-16,36,13
4000,2008,toyota camry,good,4.0,gas,173000.0,automatic,sedan,blue,0,2019-03-02,12,12
14900,2014,jeep grand cherokee laredo,good,6.0,gas,30235.0,automatic,SUV,brown,1,2018-07-22,49,5
6150,2005,ford explorer,good,8.0,gas,111850.0,automatic,SUV,,1,2018-05-08,33,14
6300,2003,toyota rav4,excellent,4.0,gas,107.0,automatic,SUV,red,1,2018-09-16,24,16
3495,2009,dodge grand caravan,good,6.0,gas,187000.0,automatic,mini-van,green,0,2019-03-06,22,11
25000,2010,ram 3500,good,6.0,diesel,212762.0,automatic,truck,silver,1,2018-06-09,11,9
19999,2007,ram 3500,good,,diesel,172318.0,automatic,truck,white,1,2019-04-12,35,13
32000,2017,chevrolet silverado,like new,8.0,gas,29613.0,automatic,truck,white,1,2019-04-08,74,3
8500,2000,gmc sierra 1500,good,8.0,gas,161555.0,automatic,truck,,1,2018-08-08,63,19
2500,2012,nissan altima,fair,4.0,gas,81000.0,automatic,sedan,silver,0,2018-12-16,18,7
7995,2012,nissan altima,good,4.0,gas,119000.0,automatic,sedan,black,0,2018-08-12,48,7
3900,2008,ford escape,good,4.0,gas,137.0,automatic,SUV,,0,2018-08-02,59,11
5995,2006,ford f250 super duty,excellent,8.0,gas,180000.0,automatic,truck,red,0,2018-11-02,23,13
16995,2015,jeep wrangler,like new,6.0,gas,120000.0,automatic,truck,,1,2019-04-13,7,5
5495,2011,subaru impreza,like new,,gas,128000.0,manual,sedan,silver,1,2018-10-16,47,8
9990,2014,ford mustang,excellent,6.0,gas,79435.0,automatic,coupe,black,0,2018-08-26,28,5
21999,2005,ram 2500,good,6.0,diesel,99784.0,automatic,truck,black,1,2018-10-09,44,14
12495,2018,ford fusion,excellent,4.0,gas,45694.0,automatic,other,grey,0,2018-06-26,35,1
2500,2003,chevrolet silverado,good,,gas,240000.0,automatic,pickup,,1,2018-12-01,22,16
5500,2012,nissan frontier,salvage,6.0,gas,120000.0,automatic,truck,white,1,2018-05-20,9,7
3700,2003,ford explorer,good,,gas,166479.0,automatic,truck,,1,2019-04-19,76,17
6995,2013,ford focus,good,4.0,gas,85742.0,automatic,hatchback,white,0,2018-12-16,24,6
16900,2013,ford explorer,good,6.0,gas,75239.0,automatic,SUV,,1,2019-02-11,42,7
9800,2015,honda civic,excellent,4.0,gas,15000.0,automatic,sedan,black,0,2018-07-06,61,4
3800,2010,ford fusion,excellent,4.0,gas,170000.0,automatic,sedan,silver,0,2019-01-25,28,10
19988,2011,jeep wrangler,good,6.0,gas,116049.0,manual,SUV,white,1,2018-10-26,13,8
11480,2013,chevrolet silverado 1500,good,8.0,gas,200557.0,automatic,truck,,1,2018-07-11,20,6
5400,2008,honda civic,good,4.0,gas,125490.0,automatic,sedan,silver,0,2018-11-03,61,11
19988,2010,gmc sierra 1500,good,8.0,gas,183917.0,automatic,truck,black,1,2019-02-16,54,10
6000,2015,nissan versa,excellent,4.0,gas,41223.0,manual,sedan,black,0,2019-02-12,92,5
4800,2013,chevrolet cruze,good,4.0,gas,158074.0,automatic,sedan,black,0,2018-09-26,23,6
15995,2015,chevrolet camaro,excellent,6.0,gas,69683.0,automatic,coupe,grey,0,2019-04-09,59,5
3499,2010,toyota camry,good,4.0,gas,227456.0,automatic,sedan,red,0,2019-02-27,49,10
12900,2017,nissan altima,good,4.0,gas,45096.0,automatic,sedan,silver,0,2018-12-20,80,2
5600,2011,chevrolet impala,good,6.0,gas,93209.0,automatic,sedan,,0,2018-10-28,9,8
4500,2011,chevrolet cruze,good,4.0,gas,113893.0,manual,sedan,silver,0,2019-02-24,22,9
13990,2006,chevrolet silverado 2500hd,excellent,8.0,diesel,175192.0,automatic,pickup,grey,1,2018-05-08,27,13
9700,2004,chevrolet silverado 2500hd,excellent,8.0,gas,147888.0,automatic,truck,blue,1,2018-05-20,49,15
19988,2012,gmc sierra 1500,good,8.0,gas,72314.0,automatic,truck,,0,2018-05-01,80,7
3995,2000,ford f-150,good,6.0,gas,142000.0,manual,truck,red,0,2018-09-04,35,19
7800,1997,toyota tacoma,good,6.0,gas,212234.0,automatic,truck,white,1,2018-06-28,89,22
20000,2008,chrysler town & country,excellent,6.0,gas,73561.0,automatic,mini-van,blue,0,2018-12-17,36,11
7995,2007,ford mustang,good,6.0,gas,115136.0,automatic,coupe,white,0,2019-02-22,13,13
2000,2007,jeep liberty,fair,8.0,gas,128000.0,automatic,SUV,red,1,2018-10-13,11,12
8990,2008,chevrolet colorado,excellent,5.0,gas,120477.0,automatic,pickup,black,1,2018-08-07,78,11
18900,2013,chevrolet silverado,excellent,,gas,158353.0,automatic,truck,blue,1,2018-06-05,7,6
12900,2012,chevrolet silverado,excellent,,gas,154029.0,automatic,truck,silver,0,2018-06-03,58,7
17800,2015,chevrolet silverado,excellent,8.0,gas,159105.0,automatic,truck,white,0,2019-03-05,61,5
13600,2015,chevrolet colorado,excellent,4.0,gas,106530.0,automatic,truck,white,0,2018-08-20,56,4
19900,2011,gmc yukon,excellent,8.0,gas,82563.0,automatic,SUV,white,1,2019-03-11,30,9
11900,2011,ford ranger,excellent,6.0,gas,116849.0,automatic,truck,white,0,2018-10-27,21,8
6500,2007,chevrolet colorado,excellent,5.0,gas,45180.0,automatic,truck,white,0,2019-01-20,10,13
13900,2011,ford ranger,excellent,6.0,gas,90157.0,automatic,truck,,0,2018-08-29,38,8
10700,2007,chevrolet silverado 1500,excellent,8.0,gas,170304.0,automatic,truck,red,1,2019-01-20,48,13
7900,2001,jeep wrangler,excellent,4.0,gas,231089.0,manual,SUV,yellow,1,2018-11-28,128,18
7490,2010,ford mustang,excellent,6.0,gas,108509.0,automatic,coupe,red,0,2018-08-01,15,9
7900,2015,volkswagen jetta,like new,4.0,gas,82000.0,automatic,sedan,black,1,2019-01-17,12,5
13695,2011,chevrolet camaro,excellent,6.0,gas,124964.0,automatic,coupe,black,0,2019-02-25,110,9
22495,2017,toyota tacoma,like new,4.0,gas,17776.0,automatic,truck,black,0,2018-09-09,30,2
23955,2015,chevrolet silverado 2500hd,excellent,,gas,80425.0,automatic,truck,white,1,2018-12-18,21,4
6500,1998,jeep wrangler,excellent,4.0,gas,94000.0,automatic,SUV,white,1,2018-07-03,20,21
27995,2017,ford f250,excellent,8.0,gas,103366.0,automatic,truck,,1,2018-12-10,29,2
18995,2014,chevrolet tahoe,excellent,8.0,gas,119424.0,automatic,SUV,black,0,2018-12-17,10,5
7500,2000,jeep wrangler,good,6.0,gas,185000.0,automatic,SUV,,0,2018-05-18,18,19
6500,2008,toyota corolla,excellent,4.0,gas,101887.0,automatic,sedan,red,0,2018-07-15,26,11
25495,2017,chevrolet silverado,excellent,6.0,gas,89884.0,automatic,truck,white,1,2019-02-26,10,3
14995,2007,chevrolet silverado 2500hd,good,8.0,gas,100064.0,automatic,pickup,black,1,2018-08-19,11,12
7900,2012,honda civic lx,excellent,4.0,gas,99084.0,automatic,sedan,white,0,2018-10-29,61,7
4900,2010,ford escape,excellent,6.0,gas,125000.0,automatic,SUV,blue,1,2019-03-22,36,10
10500,2010,gmc sierra,good,,gas,148000.0,automatic,pickup,blue,1,2018-12-10,11,9
12995,2013,chevrolet suburban,excellent,8.0,gas,187356.0,automatic,SUV,silver,1,2018-05-21,21,6
15995,2013,ford f250,excellent,8.0,gas,148000.0,automatic,truck,white,0,2018-10-04,23,6
3500,2004,nissan maxima,like new,6.0,gas,132000.0,automatic,sedan,white,0,2019-03-16,26,16
7900,2008,toyota highlander,excellent,6.0,gas,114720.0,automatic,SUV,silver,0,2018-09-21,129,11
3500,2002,gmc sierra 1500,fair,8.0,gas,205000.0,automatic,pickup,,1,2018-05-06,65,17
15750,2016,ford fusion,excellent,4.0,gas,41272.0,automatic,sedan,silver,1,2019-04-15,10,4
13000,2011,honda pilot,excellent,6.0,gas,123048.0,automatic,SUV,grey,1,2018-07-19,3,8
18500,2018,ford escape,excellent,4.0,gas,36130.0,automatic,SUV,white,1,2018-07-15,71,1
18000,2013,ford f-150,excellent,8.0,gas,92431.0,automatic,pickup,silver,0,2018-10-29,79,6
18000,2006,jeep wrangler,excellent,,gas,92770.0,manual,offroad,,1,2019-04-14,2,14
12900,2006,jeep wrangler,good,6.0,gas,147555.0,automatic,SUV,white,1,2018-08-19,12,13
13750,2017,ford escape,excellent,4.0,gas,88136.0,automatic,SUV,white,1,2018-10-15,48,2
6400,2014,ford focus,good,4.0,gas,96667.0,automatic,sedan,white,0,2019-02-16,6,6
10499,2013,honda cr-v,excellent,4.0,gas,83600.0,manual,SUV,,0,2019-01-06,54,7
1850,2003,volkswagen passat,excellent,4.0,gas,170000.0,automatic,sedan,grey,0,2018-07-29,11,16
5900,2007,jeep grand cherokee laredo,excellent,6.0,gas,147620.0,automatic,SUV,black,1,2018-12-28,65,12
19900,2009,toyota sienna,excellent,6.0,gas,98000.0,automatic,mini-van,,0,2018-06-14,96,10
5500,2011,subaru impreza,good,4.0,gas,140312.0,automatic,sedan,red,1,2019-04-15,48,9
16000,2013,ford f-150,excellent,6.0,gas,83000.0,automatic,truck,blue,1,2018-05-26,41,6
3200,2006,honda civic,good,4.0,gas,129000.0,automatic,coupe,silver,0,2018-07-29,18,13
8500,2005,chevrolet silverado 1500,excellent,8.0,gas,151366.0,automatic,pickup,red,1,2018-09-03,39,14
13000,2014,ford mustang,excellent,6.0,gas,55710.0,automatic,convertible,grey,0,2019-02-25,33,6
8500,2010,nissan maxima,good,6.0,gas,104000.0,automatic,sedan,,0,2018-10-05,12,9
18900,2019,toyota camry le,like new,4.0,gas,13355.0,automatic,sedan,white,0,2019-02-09,55,1
13995,2013,toyota highlander,excellent,6.0,gas,110701.0,automatic,SUV,white,1,2019-02-09,43,7
7999,2010,honda accord,like new,4.0,gas,91.0,automatic,sedan,silver,0,2018-07-23,18,9
26900,2015,toyota tacoma,excellent,6.0,gas,53390.0,automatic,truck,blue,1,2018-08-25,33,4
15900,2017,chevrolet equinox,excellent,4.0,gas,64663.0,automatic,SUV,red,0,2019-03-18,3,3
4500,2010,honda civic,like new,,gas,152000.0,automatic,sedan,grey,0,2019-02-11,72,10
6500,2007,toyota rav4,excellent,4.0,gas,118000.0,automatic,SUV,,1,2019-04-14,33,13
6600,2013,volkswagen passat,excellent,5.0,gas,84905.0,automatic,sedan,black,0,2018-07-03,77,6
22500,2014,ford f-150,excellent,6.0,gas,95382.0,automatic,pickup,grey,1,2019-02-22,33,6
299,2004,toyota camry,excellent,4.0,gas,185234.0,automatic,sedan,silver,0,2018-08-12,42,15
9995,2012,ford focus,good,10.0,gas,107722.0,other,sedan,grey,0,2018-10-21,39,7
9500,2013,ford fusion,excellent,4.0,hybrid,104732.0,automatic,sedan,blue,0,2018-07-26,69,6
21750,2014,toyota tacoma,excellent,6.0,gas,99246.0,automatic,pickup,grey,1,2019-02-21,34,6
15495,2010,gmc sierra 1500,good,10.0,gas,150807.0,automatic,truck,white,1,2019-04-10,24,10
10995,2014,chevrolet cruze,good,10.0,gas,114867.0,automatic,sedan,red,0,2018-09-29,108,5
13995,2014,chevrolet silverado 1500,good,10.0,gas,99224.0,automatic,truck,white,0,2019-04-05,10,6
11995,2016,ford escape,good,4.0,gas,119507.0,automatic,SUV,white,0,2019-03-18,18,4
17000,2011,chevrolet silverado 1500,excellent,8.0,gas,99325.0,automatic,pickup,black,1,2019-01-03,21,9
13995,2014,ford f-150,good,8.0,gas,116265.0,automatic,truck,white,0,2018-11-29,76,5
10995,2009,chevrolet colorado,good,10.0,gas,103950.0,other,truck,custom,0,2018-11-22,36,10
14500,2018,volkswagen passat,excellent,4.0,gas,32637.0,automatic,sedan,,0,2019-04-05,56,2
4500,2012,ford fusion,good,4.0,gas,141000.0,automatic,sedan,,0,2018-11-19,52,7
19000,2018,ford f150,like new,,gas,9400.0,automatic,truck,grey,1,2018-10-27,68,1
8300,2016,ford focus se,excellent,4.0,gas,20000.0,automatic,sedan,red,0,2018-08-09,4,3
17000,2008,gmc sierra,like new,8.0,gas,160000.0,automatic,pickup,silver,1,2018-10-27,21,11
5750,2007,toyota corolla,excellent,,gas,94000.0,automatic,sedan,silver,0,2018-09-25,26,12
3495,2009,dodge grand caravan,good,6.0,gas,185000.0,automatic,mini-van,silver,0,2019-02-09,60,11
7999,2012,chevrolet equinox,excellent,6.0,gas,148000.0,automatic,SUV,custom,1,2018-06-12,76,7
7900,2001,ford f-250,excellent,10.0,gas,71000.0,automatic,truck,silver,1,2018-12-02,23,18
14000,2003,ford f250 super duty,excellent,8.0,diesel,259000.0,automatic,pickup,red,1,2018-11-13,33,16
14800,2009,jeep wrangler,excellent,4.0,gas,74780.0,automatic,other,,1,2019-03-25,66,11
10500,2016,chevrolet equinox,like new,4.0,gas,120000.0,automatic,SUV,grey,1,2018-07-27,51,3
24995,2016,ram 1500,excellent,8.0,gas,24909.0,automatic,pickup,white,1,2018-12-28,13,3
30000,2018,toyota highlander,new,6.0,gas,6893.0,automatic,SUV,white,0,2018-07-14,24,1
27995,2016,ram 1500,excellent,8.0,gas,26301.0,automatic,pickup,black,1,2018-06-17,81,3
4950,2012,ford focus,excellent,4.0,gas,97000.0,automatic,sedan,silver,0,2018-08-03,30,7
4995,2007,hyundai santa fe,good,6.0,gas,143000.0,automatic,SUV,blue,1,2019-01-05,23,13
6750,2010,subaru forester,excellent,4.0,gas,106000.0,automatic,SUV,white,1,2019-02-23,35,10
20995,2017,ford f-150,excellent,6.0,gas,131689.0,automatic,pickup,black,1,2019-01-16,16,3
10000,2000,jeep cherokee,excellent,6.0,gas,75000.0,automatic,SUV,green,1,2019-03-04,49,20
5450,2013,chrysler 200,good,4.0,gas,84000.0,automatic,sedan,,0,2018-10-20,39,6
5950,2014,nissan sentra,good,4.0,gas,12898.0,automatic,sedan,,0,2019-03-13,60,6
10950,2009,chevrolet silverado 1500,good,,gas,108000.0,automatic,truck,red,1,2018-08-17,38,10
