price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,vehicle_age
1200,2010,toyota prius,salvage,4.0,hybrid,180000.0,manual,hatchback,red,0,2018-05-19,5,9
10495,2012,toyota camry,excellent,4.0,gas,90948.0,automatic,sedan,silver,0,2018-11-06,18,7
18793,2008,chevrolet silverado 2500hd,excellent,,gas,70000.0,automatic,pickup,grey,1,2019-01-13,61,12
27500,2014,jeep wrangler unlimited,excellent,6.0,gas,76858.0,manual,SUV,silver,1,2018-11-07,49,5
3000,2007,chevrolet malibu,excellent,6.0,gas,197000.0,automatic,sedan,,0,2018-05-23,11,12
28900,2015,ford f-150,good,6.0,gas,117397.0,automatic,truck,white,1,2018-05-15,72,4
26900,2018,ford f150 supercrew cab xlt,excellent,6.0,gas,10212.0,automatic,pickup,red,1,2018-05-24,77,1
15900,2018,dodge grand caravan,good,6.0,gas,51051.0,automatic,van,grey,0,2018-12-20,102,1
29900,2016,ford f-250 sd,good,8.0,gas,122466.0,automatic,truck,grey,1,2018-09-29,15,3
9500,2016,volkswagen jetta,excellent,,gas,79980.0,automatic,sedan,brown,0,2019-02-09,46,4
3000,2003,ford explorer,good,6.0,gas,164000.0,automatic,SUV,grey,1,2018-08-25,10,16
24000,2018,nissan frontier crew cab sv,good,6.0,gas,16295.0,other,pickup,blue,1,2018-12-06,21,1
14000,2016,toyota rav4,good,4.0,gas,81500.0,automatic,SUV,black,0,2018-08-23,39,3
7500,2010,honda pilot,excellent,6.0,gas,161000.0,automatic,SUV,custom,0,2019-02-27,12,10
4795,2010,toyota camry,good,4.0,gas,180500.0,automatic,sedan,grey,0,2018-08-13,69,9
4400,2005,ford escape,good,6.0,gas,112000.0,automatic,SUV,brown,0,2019-04-15,1,15
3999,2012,nissan versa,good,4.0,gas,203737.0,automatic,sedan,,0,2019-03-10,81,8
4995,2008,honda civic,excellent,4.0,gas,151427.0,automatic,coupe,,0,2018-05-30,60,11
6900,2013,ford f-150,excellent,6.0,gas,187000.0,automatic,truck,white,0,2018-09-18,19,6
11900,2016,ford f-150,excellent,6.0,gas,149000.0,automatic,truck,,0,2018-08-31,23,3
6900,2015,nissan altima,excellent,4.0,gas,144000.0,automatic,truck,blue,0,2018-09-23,20,4
3995,2008,ford focus se,like new,4.0,gas,118104.0,automatic,sedan,green,0,2018-09-23,19,11
5888,2007,toyota camry,good,4.0,gas,139187.0,automatic,sedan,silver,0,2018-07-01,28,12
30495,2016,toyota tundra,excellent,8.0,gas,71733.0,automatic,truck,grey,1,2018-12-19,30,3
18500,2012,toyota 4runner,excellent,,gas,92955.0,automatic,SUV,white,0,2018-10-03,24,7
5699,2004,ford f150,good,8.0,gas,105000.0,automatic,truck,blue,0,2018-11-30,29,15
25200,2013,ford f-250 super duty,excellent,8.0,diesel,121000.0,automatic,truck,white,1,2019-03-26,20,7
4100,2010,ford escape,excellent,6.0,other,248000.0,automatic,SUV,,0,2018-10-04,42,9
7200,2012,honda civic,excellent,4.0,gas,122945.0,automatic,sedan,silver,0,2019-03-04,1,8
8500,2004,ford f350 super duty,good,8.0,diesel,189000.0,automatic,truck,brown,1,2018-11-16,12,15
9795,2014,dodge charger,good,8.0,gas,90210.0,automatic,sedan,blue,0,2018-05-01,51,5
2800,2006,honda odyssey,good,6.0,gas,197527.0,automatic,wagon,custom,0,2019-01-14,42,14
2800,2005,honda odyssey,good,6.0,gas,191116.0,automatic,wagon,silver,0,2018-07-28,50,14
7995,2014,chevrolet malibu,excellent,4.0,gas,99132.0,automatic,sedan,black,0,2018-06-01,30,5
18995,2011,toyota tacoma,excellent,6.0,gas,90099.0,automatic,truck,blue,1,2018-08-30,18,8
21995,2012,jeep wrangler,excellent,6.0,gas,88512.0,manual,SUV,,1,2019-03-07,37,8
11995,2011,honda pilot,excellent,6.0,gas,109803.0,automatic,SUV,red,1,2019-03-19,33,9
8499,2011,toyota camry,good,4.0,gas,85000.0,automatic,sedan,,0,2018-05-08,59,8
17995,2014,ford f-150,excellent,6.0,gas,104012.0,automatic,pickup,black,1,2018-10-01,13,5
3000,2007,ford ranger,good,6.0,gas,178000.0,automatic,truck,white,0,2019-03-27,7,13
12995,2012,ram 1500,excellent,,gas,154000.0,automatic,pickup,silver,1,2019-04-04,42,8
13900,2018,hyundai elantra,excellent,4.0,gas,20169.0,automatic,sedan,blue,0,2018-11-26,84,1
6985,2008,jeep grand cherokee,excellent,6.0,gas,139805.0,automatic,SUV,red,1,2018-07-28,33,11
15995,2013,volkswagen passat,excellent,4.0,diesel,17693.0,automatic,sedan,silver,0,2018-07-03,51,6
3200,2005,chevrolet silverado,fair,8.0,gas,198000.0,automatic,pickup,,1,2019-03-10,40,15
4500,2005,cadillac escalade,excellent,8.0,gas,200000.0,automatic,SUV,grey,1,2018-12-03,89,14
7000,2009,ford f-150,good,8.0,gas,105208.0,automatic,truck,blue,0,2018-12-24,56,10
7000,1997,ford f-150,good,8.0,gas,179888.0,automatic,pickup,red,0,2018-10-18,27,22
23000,2014,chevrolet silverado,excellent,8.0,gas,68000.0,automatic,pickup,black,0,2019-01-18,13,6
4900,2005,toyota tundra,good,8.0,gas,218226.0,automatic,truck,grey,0,2018-05-04,26,14
3995,2008,gmc acadia,good,6.0,gas,200000.0,automatic,SUV,,0,2018-06-15,49,11
12700,2011,gmc sierra,excellent,8.0,gas,110800.0,automatic,truck,white,0,2018-10-14,31,8
8995,2015,nissan altima,excellent,4.0,gas,98079.0,automatic,sedan,grey,0,2018-08-26,30,4
6200,2005,subaru outback,good,6.0,gas,138000.0,automatic,wagon,blue,1,2018-06-16,45,14
22900,2015,gmc sierra 2500hd,good,,gas,172179.0,automatic,truck,,1,2019-02-15,58,5
9500,2009,ram 1500,good,8.0,gas,142000.0,automatic,pickup,red,1,2018-07-25,49,10
19000,2011,ford f-150,good,6.0,gas,144000.0,automatic,truck,white,1,2019-03-09,44,9
13900,2014,ford expedition,good,8.0,gas,159791.0,automatic,SUV,black,1,2018-11-06,38,5
15500,2011,ford f-150,excellent,8.0,gas,156000.0,automatic,truck,white,1,2018-09-27,6,8
10900,2010,chevrolet suburban,excellent,8.0,gas,198.0,automatic,SUV,blue,0,2018-10-07,15,9
16900,2005,chevrolet corvette,excellent,8.0,gas,60000.0,automatic,coupe,silver,0,2018-05-25,81,14
3400,2006,honda cr-v,excellent,4.0,gas,139000.0,automatic,SUV,black,0,2018-12-13,7,13
10900,2005,ford f-150,good,8.0,gas,95770.0,automatic,truck,white,1,2018-12-18,7,14
18900,2003,ram 2500,good,,diesel,49122.0,automatic,truck,custom,0,2019-03-14,7,17
11900,2013,ford escape,good,,gas,75395.0,automatic,SUV,,1,2018-07-02,35,6
15900,2015,ford f-150,good,8.0,gas,134010.0,automatic,truck,custom,1,2018-12-26,17,4
9900,2010,jeep liberty,good,,gas,74063.0,automatic,SUV,silver,1,2018-12-28,23,9
9900,2014,ford f-150,good,8.0,gas,145000.0,automatic,pickup,brown,0,2018-06-18,33,5
9750,2015,ford escape,excellent,4.0,gas,101000.0,automatic,SUV,black,0,2018-06-23,54,4
12900,2012,chevrolet silverado 1500,good,8.0,gas,139000.0,automatic,truck,black,1,2018-06-29,70,7
5900,2012,toyota camry,good,4.0,gas,184110.0,automatic,sedan,white,0,2018-09-30,7,7
7995,2012,nissan altima,good,4.0,gas,90827.0,other,sedan,white,0,2018-11-28,34,7
2800,2007,honda accord,good,6.0,gas,212000.0,automatic,sedan,blue,0,2019-02-08,31,13
21995,2014,gmc sierra 1500,like new,8.0,gas,93400.0,automatic,truck,black,1,2018-07-29,25,5
25995,2016,ford f-150,like new,6.0,gas,57000.0,automatic,truck,blue,1,2018-10-06,19,3
8500,2005,jeep wrangler,good,4.0,gas,121400.0,manual,other,orange,1,2018-09-27,58,14
2650,2007,chevrolet malibu,good,4.0,gas,121000.0,automatic,sedan,blue,0,2019-03-27,33,13
8600,2013,ford fusion,excellent,,gas,83000.0,automatic,sedan,white,0,2018-10-28,45,6
3500,2011,chevrolet impala,excellent,6.0,gas,196000.0,automatic,sedan,blue,0,2018-07-09,7,8
9500,2011,chevrolet silverado,excellent,,gas,155313.0,automatic,pickup,,1,2018-08-17,53,8
8495,2011,kia sorento,excellent,4.0,gas,94609.0,automatic,SUV,purple,1,2019-01-07,34,9
7995,2009,subaru forester,excellent,4.0,gas,103000.0,automatic,wagon,silver,1,2019-04-08,7,11
11999,2012,jeep grand cherokee laredo,excellent,6.0,gas,101233.0,automatic,SUV,black,1,2018-06-07,23,7
19700,2016,nissan frontier,like new,6.0,gas,40417.0,automatic,pickup,red,1,2018-12-31,42,3
6300,2011,ford focus se,like new,4.0,gas,77000.0,automatic,sedan,white,0,2019-02-01,35,9
4000,2007,gmc yukon,fair,8.0,gas,206000.0,automatic,SUV,grey,1,2018-06-03,43,12
13195,2011,ford f-150,good,6.0,gas,152569.0,other,truck,white,1,2018-12-22,82,8
2250,2009,buick enclave,good,6.0,gas,162000.0,automatic,SUV,green,0,2019-02-09,68,11
17000,2011,ford f-150,excellent,8.0,gas,109645.0,automatic,truck,white,1,2019-03-17,57,9
4250,2010,chevrolet malibu,excellent,4.0,gas,146969.0,automatic,sedan,white,0,2018-11-20,20,9
28500,2016,ford f-150,excellent,8.0,gas,28184.0,automatic,truck,grey,1,2019-03-17,56,4
16500,2016,honda cr-v,like new,4.0,gas,35555.0,automatic,SUV,white,1,2019-04-15,7,4
5400,2010,honda civic,excellent,4.0,gas,127471.0,automatic,coupe,,0,2018-11-15,39,9
5995,2006,toyota rav4,good,4.0,gas,142942.0,automatic,SUV,silver,1,2018-12-01,64,13
19000,2017,ford escape,excellent,4.0,gas,26000.0,automatic,SUV,black,0,2018-10-27,57,2
16995,2017,toyota camry,like new,4.0,gas,34140.0,automatic,sedan,,0,2019-02-15,23,3
12500,2017,toyota corolla,like new,4.0,gas,44959.0,automatic,sedan,silver,0,2019-01-21,35,3
10995,2007,chevrolet silverado,good,8.0,gas,130640.0,automatic,pickup,blue,1,2018-06-27,22,12
14700,2017,subaru impreza,like new,4.0,gas,53245.0,automatic,hatchback,blue,1,2018-09-28,41,2
8000,2008,ford f250 super duty,good,8.0,diesel,145000.0,automatic,pickup,blue,1,2018-08-13,41,11
1900,2001,chevrolet suburban,good,8.0,gas,230000.0,automatic,SUV,white,1,2018-09-12,42,18
3500,2001,toyota tacoma,good,4.0,gas,243401.0,manual,truck,green,1,2018-05-25,28,18
5600,2010,subaru forester,good,4.0,gas,156000.0,automatic,SUV,,0,2018-12-08,58,9
26995,2015,gmc sierra,excellent,8.0,gas,99235.0,automatic,truck,black,1,2018-12-08,57,4
3995,2004,chevrolet suburban,good,8.0,gas,215011.0,automatic,SUV,black,1,2019-04-02,22,16
7495,2013,chevrolet impala,excellent,6.0,gas,129000.0,automatic,sedan,,0,2019-01-27,8,7
4500,2009,volkswagen jetta,good,4.0,gas,92700.0,manual,sedan,black,0,2018-09-01,25,10
6700,2012,chevrolet tahoe,good,8.0,gas,175431.0,automatic,SUV,,0,2018-08-01,25,7
6000,2010,gmc acadia,excellent,6.0,gas,139.0,other,SUV,,0,2018-06-13,63,9
13500,2005,gmc sierra 2500hd,excellent,8.0,gas,228000.0,automatic,pickup,white,1,2018-09-13,78,14
18000,2012,chevrolet silverado 1500,excellent,8.0,gas,40476.0,automatic,truck,red,1,2019-02-15,1,8
5300,2004,cadillac escalade,good,8.0,gas,147600.0,automatic,SUV,white,1,2018-05-06,7,15
3700,2010,volkswagen jetta,good,5.0,gas,120225.0,automatic,sedan,black,0,2018-07-01,26,9
3000,2003,hyundai santa fe,excellent,6.0,gas,142000.0,automatic,mini-van,,1,2018-09-27,11,16
5995,2008,chrysler town & country,excellent,6.0,gas,159387.0,automatic,mini-van,black,0,2019-03-26,11,12
10995,2010,chevrolet silverado 1500,good,8.0,gas,165178.0,automatic,truck,grey,1,2019-03-18,0,10
4295,2006,chevrolet trailblazer,excellent,6.0,gas,167881.0,automatic,SUV,blue,1,2019-01-15,29,14
8995,2014,chevrolet equinox,excellent,4.0,gas,118738.0,automatic,SUV,,0,2019-02-16,53,6
7500,2000,chevrolet silverado,good,8.0,gas,192350.0,automatic,truck,white,0,2019-02-15,21,20
8300,2014,toyota camry,good,4.0,gas,84000.0,automatic,sedan,grey,0,2018-10-03,12,5
10999,1997,ram 3500,good,6.0,diesel,270000.0,automatic,truck,white,1,2019-03-01,31,23
5650,2003,ford expedition,excellent,8.0,gas,215490.0,automatic,SUV,silver,1,2018-07-17,18,16
2500,1999,nissan maxima,excellent,6.0,gas,185630.0,automatic,sedan,green,0,2018-11-18,43,20
25995,2016,toyota 4runner,excellent,6.0,gas,66950.0,automatic,sedan,silver,1,2018-06-12,83,3
1200,2004,hyundai sonata,good,4.0,gas,147000.0,automatic,sedan,,0,2018-06-18,15,15
3650,1997,toyota corolla,excellent,,gas,196561.0,automatic,sedan,blue,0,2018-08-12,92,22
3500,2005,ford taurus,excellent,6.0,gas,95241.0,automatic,sedan,grey,0,2018-09-08,47,14
4500,2006,honda pilot,good,6.0,gas,132246.0,automatic,SUV,blue,1,2019-01-28,25,14
5995,2007,chevrolet silverado 1500,good,6.0,gas,227000.0,automatic,truck,black,0,2019-03-21,33,13
6995,2013,dodge charger,good,8.0,gas,179000.0,automatic,sedan,,0,2018-08-12,2,6
9495,2014,ford explorer,good,8.0,gas,170000.0,automatic,SUV,custom,1,2018-11-11,27,5
4495,2008,ford taurus,good,6.0,gas,107501.0,automatic,sedan,,0,2018-05-26,70,11
4995,2013,nissan sentra,excellent,4.0,gas,67566.0,automatic,sedan,black,0,2019-03-03,57,7
15000,2016,chevrolet impala,excellent,6.0,gas,53000.0,automatic,sedan,silver,0,2018-06-01,15,3
5495,2008,ford taurus,good,6.0,gas,69000.0,automatic,sedan,,0,2019-04-14,22,12
4995,2007,ford explorer,good,8.0,gas,225000.0,automatic,bus,,0,2018-11-29,50,12
5300,2009,honda accord,excellent,6.0,gas,162500.0,automatic,coupe,black,1,2018-06-12,34,10
31890,2018,chevrolet traverse,like new,6.0,gas,2376.0,automatic,SUV,silver,0,2018-07-16,42,1
6450,2010,toyota sienna,good,6.0,gas,223209.0,automatic,van,silver,0,2018-07-17,31,9
4950,2003,toyota highlander,good,6.0,gas,186436.0,automatic,SUV,custom,1,2018-09-20,9,16
6650,2011,hyundai santa fe,good,4.0,gas,125814.0,automatic,SUV,,0,2019-03-07,69,9
5995,2008,acura tl,good,6.0,gas,94000.0,automatic,sedan,black,0,2018-09-16,29,11
4495,2013,toyota camry,good,4.0,gas,183044.0,automatic,sedan,blue,0,2019-03-17,37,7
3999,2007,honda civic,excellent,4.0,gas,152977.0,automatic,sedan,silver,0,2018-11-05,90,12
4495,2006,toyota highlander,like new,6.0,hybrid,175000.0,automatic,SUV,silver,1,2018-08-07,6,13
5125,2002,toyota camry le,good,4.0,gas,171811.0,automatic,sedan,,0,2019-04-08,23,18
5397,2009,ford focus se,good,4.0,gas,104410.0,automatic,sedan,red,0,2019-01-20,42,11
15900,2004,ford f-350 sd,excellent,8.0,diesel,152000.0,automatic,truck,brown,1,2018-12-22,78,15
12000,2008,ford f-150,excellent,8.0,gas,104736.0,automatic,truck,black,1,2019-01-21,7,12
14900,2009,cadillac escalade,good,8.0,gas,158883.0,automatic,SUV,white,1,2018-09-29,125,10
14900,2011,gmc sierra 1500,good,8.0,gas,167114.0,automatic,pickup,black,1,2019-01-27,103,9
11999,2007,toyota tacoma,excellent,6.0,gas,200294.0,automatic,pickup,,1,2019-04-14,13,13
2750,1999,ford f-150,good,8.0,gas,158000.0,automatic,truck,,1,2018-06-19,17,20
18995,2015,ram 2500,good,8.0,gas,135942.0,automatic,truck,,1,2018-05-09,27,4
5995,2008,dodge grand caravan,good,6.0,gas,120000.0,automatic,van,blue,0,2018-09-09,57,11
31977,2014,jeep wrangler unlimited,excellent,6.0,gas,25777.0,automatic,SUV,,1,2018-11-02,57,5
6995,2011,chevrolet equinox,excellent,4.0,gas,105540.0,automatic,SUV,grey,0,2018-08-31,20,8
24977,2013,jeep wrangler unlimited,excellent,6.0,gas,106508.0,automatic,SUV,black,1,2019-04-02,31,7
11995,2014,volkswagen passat,like new,4.0,gas,60850.0,automatic,sedan,black,0,2019-04-10,12,6
30977,2008,gmc sierra 2500hd,excellent,8.0,diesel,132023.0,automatic,pickup,black,1,2018-06-08,40,11
4500,2009,ford fusion,excellent,4.0,gas,133081.0,automatic,sedan,white,0,2018-11-11,23,10
32977,2015,ram 1500,excellent,8.0,gas,50103.0,automatic,pickup,black,1,2019-01-07,79,5
22977,2016,jeep cherokee,excellent,6.0,gas,58840.0,automatic,SUV,black,1,2018-12-28,8,3
2750,2002,honda odyssey,excellent,6.0,gas,224155.0,automatic,van,,0,2019-04-03,67,18
3700,2007,honda accord,good,4.0,gas,144000.0,automatic,sedan,blue,0,2018-08-31,18,12
6300,2015,nissan altima,good,4.0,gas,69116.0,automatic,sedan,white,0,2019-01-27,29,5
13995,2009,cadillac escalade,excellent,8.0,gas,146148.0,automatic,SUV,,1,2018-10-15,78,10
25200,2014,chevrolet silverado 1500 crew,good,6.0,gas,85048.0,automatic,pickup,silver,1,2019-03-08,61,6
27995,2016,ram 2500,good,8.0,gas,64025.0,automatic,truck,grey,1,2018-10-07,29,3
17695,2012,chevrolet silverado 2500hd,good,8.0,gas,102125.0,automatic,truck,white,1,2018-09-02,39,7
6600,2007,nissan frontier,fair,6.0,gas,146020.0,automatic,pickup,blue,1,2018-11-21,22,12
22977,2012,jeep wrangler unlimited,excellent,6.0,gas,78545.0,automatic,SUV,red,1,2018-11-24,21,7
8750,2010,honda odyssey,excellent,6.0,gas,150536.0,automatic,van,,0,2018-12-07,69,9
24977,2009,ram 3500,excellent,6.0,diesel,155542.0,automatic,pickup,blue,1,2018-09-14,7,10
24977,2013,jeep wrangler unlimited,excellent,6.0,gas,71311.0,automatic,SUV,silver,1,2018-08-26,18,6
7495,2012,ford mustang,excellent,6.0,gas,130000.0,automatic,coupe,white,0,2019-01-20,15,8
2000,1996,ford explorer,fair,4.0,gas,140000.0,automatic,SUV,white,1,2019-02-23,59,24
24000,2017,ram 1500,good,,gas,26000.0,automatic,truck,,1,2018-05-21,108,2
32000,2018,ford f-150,like new,6.0,gas,8300.0,automatic,truck,white,1,2018-08-10,27,1
8995,2007,chevrolet suburban,good,8.0,gas,239270.0,automatic,SUV,grey,0,2018-12-05,48,12
5995,2008,chevrolet impala,good,6.0,gas,178750.0,automatic,sedan,grey,0,2018-08-04,30,11
7995,2011,chevrolet impala,good,6.0,gas,96930.0,automatic,sedan,silver,0,2019-02-28,51,9
4200,2000,ford mustang,good,,gas,49520.0,automatic,convertible,white,0,2019-02-24,20,20
4300,2009,dodge charger,good,6.0,gas,191403.0,automatic,sedan,,0,2018-05-25,19,10
9985,2012,buick enclave,excellent,6.0,gas,121837.0,automatic,SUV,black,0,2018-10-06,29,7
9995,2011,chevrolet silverado 1500,excellent,6.0,gas,112909.0,automatic,truck,blue,0,2019-01-15,38,9
9800,2014,ford fusion,excellent,,gas,94248.0,automatic,sedan,,0,2019-03-17,28,6
13995,2015,ford taurus,excellent,6.0,gas,103273.0,automatic,sedan,silver,1,2019-01-30,28,5
11595,2015,ram 1500,excellent,8.0,gas,180880.0,automatic,truck,black,1,2018-07-23,53,4
4999,2007,toyota camry le,good,,gas,272709.0,automatic,sedan,black,0,2019-02-06,46,13
2650,2001,ford taurus,excellent,6.0,gas,209173.0,automatic,sedan,silver,0,2018-11-05,37,18
12999,2004,chevrolet silverado 1500,excellent,8.0,gas,150000.0,automatic,offroad,black,1,2019-04-09,16,16
4500,2003,chevrolet tahoe,excellent,8.0,gas,181000.0,automatic,SUV,,1,2018-12-01,35,16
4250,2003,chevrolet trailblazer,excellent,,gas,178897.0,automatic,SUV,,1,2018-05-29,29,16
33500,2016,toyota 4runner,excellent,4.0,gas,40500.0,automatic,SUV,white,1,2018-10-18,16,3
8200,2014,hyundai elantra,excellent,4.0,gas,112101.0,automatic,sedan,blue,0,2018-12-24,80,5
7595,2008,ford escape,excellent,,gas,85479.0,automatic,SUV,red,1,2018-10-16,13,11
7499,2007,toyota camry,excellent,4.0,gas,72982.0,automatic,sedan,silver,0,2018-08-29,37,12
14995,2014,chevrolet silverado 1500,good,6.0,gas,122527.0,automatic,truck,blue,1,2019-02-25,40,6
23995,2016,chevrolet silverado 1500,good,6.0,gas,47704.0,automatic,truck,black,1,2018-10-11,55,3
7499,2010,honda civic lx,good,4.0,gas,100081.0,automatic,sedan,white,0,2018-07-27,43,9
14799,2010,toyota 4runner,excellent,6.0,gas,127811.0,automatic,SUV,black,1,2018-07-29,25,9
7995,2009,gmc sierra 1500,good,8.0,gas,176125.0,automatic,truck,white,0,2018-05-16,8,10
21995,2015,jeep grand cherokee,good,6.0,gas,70765.0,automatic,SUV,grey,1,2018-08-07,17,4
24995,2016,ford f-150,good,8.0,gas,66979.0,automatic,truck,black,1,2018-06-21,64,3
19995,2016,chevrolet traverse,good,6.0,gas,57087.0,automatic,SUV,red,1,2018-12-06,60,3
19995,2015,ford f-250 sd,good,8.0,gas,118135.0,automatic,truck,white,1,2018-08-25,109,4
10799,2013,nissan rogue,excellent,4.0,gas,65488.0,automatic,SUV,white,1,2019-01-21,51,7
9995,2015,nissan altima,good,4.0,gas,81978.0,automatic,sedan,silver,0,2018-10-28,24,4
12100,2011,jeep grand cherokee,excellent,8.0,gas,114524.0,automatic,SUV,grey,1,2018-09-13,46,8
13995,2010,gmc sierra 1500,good,8.0,gas,101347.0,automatic,truck,red,1,2018-09-03,52,9
11995,2014,ford edge,good,6.0,gas,117841.0,automatic,SUV,,1,2018-11-27,3,5
12995,2011,gmc sierra 1500,good,8.0,gas,123793.0,automatic,truck,blue,1,2019-01-05,58,9
23995,2016,chevrolet silverado 1500,good,6.0,gas,37175.0,automatic,truck,custom,1,2019-01-03,30,4
3800,2009,ford focus,good,,gas,121400.0,automatic,sedan,yellow,0,2019-04-04,92,11
11900,2017,volkswagen jetta,excellent,4.0,gas,43423.0,automatic,sedan,grey,0,2019-03-21,61,3
14795,2014,buick enclave,excellent,6.0,gas,114856.0,automatic,SUV,white,1,2018-09-21,13,5
6495,2008,honda cr-v,excellent,4.0,gas,150726.0,automatic,SUV,black,1,2019-04-14,15,12
8400,2014,honda civic lx,excellent,4.0,gas,53000.0,automatic,sedan,red,0,2018-08-20,8,5
5995,2008,volkswagen passat,excellent,4.0,gas,112118.0,automatic,hatchback,blue,0,2019-02-11,100,12
8500,2009,chevrolet silverado 1500,good,8.0,gas,120000.0,automatic,pickup,white,0,2019-01-23,15,11
22900,2015,jeep wrangler unlimited,excellent,6.0,gas,82046.0,automatic,offroad,yellow,1,2018-07-01,16,4
4200,2005,gmc yukon,good,8.0,gas,142000.0,automatic,SUV,white,0,2019-03-06,32,15
8350,2015,ford focus,excellent,4.0,gas,67100.0,automatic,sedan,black,0,2019-01-10,52,5
19900,2015,jeep wrangler,like new,6.0,gas,77000.0,other,SUV,white,1,2018-06-14,17,4
9850,2012,volkswagen passat,like new,4.0,diesel,91000.0,automatic,sedan,black,0,2018-09-06,21,7
18900,2013,chevrolet silverado 1500,like new,8.0,gas,102000.0,automatic,truck,custom,1,2018-12-16,27,6
12900,2015,honda civic,like new,4.0,gas,54000.0,automatic,sedan,black,0,2019-02-13,35,5
13490,2014,toyota camry,like new,6.0,gas,97000.0,automatic,sedan,,0,2018-05-29,31,5
7990,2009,hyundai sonata,like new,4.0,gas,78000.0,automatic,sedan,black,0,2018-10-16,38,10
26500,2017,chevrolet silverado 1500,excellent,6.0,gas,28000.0,automatic,pickup,black,1,2019-03-19,15,3
8699,2012,volkswagen passat,excellent,4.0,diesel,88470.0,automatic,sedan,silver,0,2018-11-28,30,7
13500,2015,chrysler town & country,excellent,6.0,gas,78000.0,automatic,mini-van,custom,0,2018-05-30,15,4
5600,2006,toyota corolla,excellent,4.0,gas,124193.0,automatic,sedan,,0,2018-12-22,18,13
11800,2011,toyota rav4,excellent,4.0,gas,118798.0,automatic,SUV,silver,1,2018-09-09,41,8
10800,2013,ford explorer,excellent,6.0,gas,120571.0,automatic,SUV,white,0,2018-07-11,34,6
13800,2013,ford explorer,excellent,6.0,gas,147217.0,automatic,SUV,red,1,2018-09-27,77,6
8500,2019,nissan sentra,new,4.0,gas,10000.0,automatic,sedan,black,0,2019-03-17,38,1
12800,2007,gmc yukon,excellent,,gas,161455.0,automatic,SUV,black,1,2019-04-07,22,13
9699,2012,volkswagen passat,excellent,4.0,diesel,100365.0,automatic,sedan,grey,0,2018-05-03,3,7
6995,2012,ford focus se,excellent,4.0,gas,56000.0,automatic,sedan,silver,0,2018-06-14,92,7
6999,2009,honda cr-v,excellent,4.0,gas,227000.0,automatic,SUV,blue,1,2018-05-24,7,10
31000,2017,ford f150,excellent,10.0,gas,41000.0,automatic,truck,custom,1,2019-02-03,131,3
3295,2002,ford expedition,good,8.0,gas,168109.0,automatic,SUV,,0,2018-06-27,12,17
12500,2008,ram 2500,fair,8.0,gas,103000.0,automatic,pickup,black,1,2018-11-02,29,11
7500,2011,toyota camry le,like new,4.0,gas,154000.0,automatic,sedan,grey,0,2019-01-08,20,9
4495,2006,volkswagen passat,excellent,4.0,gas,111239.0,automatic,sedan,black,0,2018-09-13,59,13
7000,2006,gmc sierra 1500,good,,gas,118000.0,automatic,truck,blue,1,2018-07-15,57,13
6000,2013,ford taurus,excellent,6.0,gas,83000.0,automatic,sedan,,0,2019-03-31,18,7
6995,2013,volkswagen passat,excellent,,gas,103336.0,manual,sedan,black,0,2018-08-04,21,6
6295,2008,ford escape,excellent,6.0,gas,120012.0,automatic,SUV,white,0,2019-04-19,1,12
3995,2007,volkswagen jetta,excellent,,gas,121861.0,automatic,sedan,black,0,2018-08-28,33,12
15495,2013,toyota highlander,like new,6.0,gas,105950.0,automatic,SUV,red,1,2019-03-30,57,7
11500,2008,chevrolet silverado 1500,good,,gas,150.0,automatic,truck,,1,2019-01-30,9,12
7800,2004,ford f350 super duty,good,8.0,gas,203668.0,automatic,truck,white,0,2018-05-03,50,15
2395,2004,hyundai sonata,good,4.0,gas,124218.0,automatic,sedan,red,0,2018-06-12,86,15
7990,2017,nissan versa,excellent,4.0,gas,59017.0,automatic,sedan,black,0,2019-03-16,19,3
6990,2012,honda civic,excellent,4.0,gas,122819.0,automatic,coupe,silver,0,2019-04-03,2,8
6500,2011,toyota corolla,excellent,4.0,gas,145118.0,automatic,sedan,silver,0,2018-10-27,29,8
8995,2014,subaru forester,like new,4.0,gas,115600.0,automatic,hatchback,silver,1,2018-09-02,23,5
7495,2011,subaru forester,like new,4.0,gas,113500.0,automatic,SUV,,1,2019-03-16,35,9
3500,1999,ford f250 super duty,good,10.0,gas,230000.0,automatic,truck,green,0,2018-12-31,98,20
8500,2009,jeep grand cherokee laredo,excellent,,gas,98000.0,automatic,SUV,black,1,2018-10-17,7,10
3495,2006,ford fusion,excellent,6.0,gas,110000.0,automatic,sedan,custom,0,2019-02-02,92,14
30500,2011,gmc sierra 2500hd,excellent,8.0,diesel,146000.0,automatic,truck,white,1,2018-09-29,22,8
1200,2000,gmc sierra,fair,8.0,gas,221000.0,automatic,pickup,blue,0,2018-08-11,12,19
31500,2018,chevrolet silverado 1500,excellent,8.0,gas,22222.0,automatic,pickup,,1,2018-11-23,15,1
8995,2009,chevrolet traverse,excellent,6.0,gas,123500.0,automatic,SUV,silver,1,2018-11-18,7,10
7295,2009,buick enclave,good,6.0,gas,125500.0,automatic,SUV,,1,2018-05-16,46,10
10895,2013,hyundai santa fe,excellent,4.0,gas,111000.0,automatic,SUV,,1,2018-08-23,27,6
